Gene stable ID	Gene % GC content	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Gene name	NCBI gene ID	Transcript length (including UTRs and CDS)	Transcript support level (TSL)
ENSG00000228466	58.19	X	123561642	123562966	TUBB4AP1		1325	tslNA
ENSG00000271543	42.65	11	47796169	47796379	AC021443.1		211	tslNA
ENSG00000271557	46.80	11	47841324	47841682	YPEL5P2		359	tslNA
ENSG00000228751	44.28	7	95350164	95351229	AC004022.1		1066	tslNA
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	5376	tsl1
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	4811	tsl5
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	593	tsl5
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	4138	tsl5
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	533	tsl4
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	353	tsl3
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	1961	tsl2
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	634	tsl3
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	527	tsl2
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	1537	tsl1
ENSG00000030066	41.86	11	47778087	47848555	NUP160	23279	348	tsl5
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	534	tsl2
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	562	tsl5
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	510	tsl1
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	550	tsl3
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	873	tsl1
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	436	tsl3
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	473	tsl5
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	711	tsl5
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	629	tsl2
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	1602	tsl2
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	570	tsl2
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	338	tsl3
ENSG00000115268	62.70	19	1438358	1440494	RPS15	6209	467	tsl3
ENSG00000085415	43.55	18	12947133	12987536	SEH1L	81929	787	tsl5
ENSG00000085415	43.55	18	12947133	12987536	SEH1L	81929	3494	tsl1
ENSG00000085415	43.55	18	12947133	12987536	SEH1L	81929	582	tsl2
ENSG00000085415	43.55	18	12947133	12987536	SEH1L	81929	1846	tsl1
ENSG00000085415	43.55	18	12947133	12987536	SEH1L	81929	655	tsl5
ENSG00000085415	43.55	18	12947133	12987536	SEH1L	81929	863	tsl5
ENSG00000085415	43.55	18	12947133	12987536	SEH1L	81929	789	tsl3
ENSG00000085415	43.55	18	12947133	12987536	SEH1L	81929	4072	tsl1
ENSG00000085415	43.55	18	12947133	12987536	SEH1L	81929	5206	tsl1
ENSG00000085415	43.55	18	12947133	12987536	SEH1L	81929	764	tsl2
ENSG00000185043	56.35	15	90229975	90234047	CIB1	10519	1247	tsl1
ENSG00000185043	56.35	15	90229975	90234047	CIB1	10519	1096	tsl1
ENSG00000273906	41.47	Y	6918682	6920791	AC011297.1		2110	tslNA
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	2737	tsl5
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	1152	tsl5
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	546	tsl3
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	644	tsl3
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	559	tsl3
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	583	tsl4
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	637	tsl3
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	569	tsl3
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	2379	tsl2
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	2357	tsl2
ENSG00000162813	40.42	1	220057482	220090462	BPNT1	10380	2465	tsl1
ENSG00000227597	48.36	2	108276812	108277942	WASF1P1		1131	tslNA
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	5168	tsl1
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	2150	tsl2
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	437	tsl3
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	505	tsl2
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	569	tsl2
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	574	tsl3
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	418	tsl3
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	501	tsl5
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	898	tsl3
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	576	tsl2
ENSG00000120685	37.33	13	39009866	39038076	PROSER1	80209	5102	tsl5
ENSG00000092377	43.32	Y	6910686	7091683	TBL1Y	90665	2407	tsl1
ENSG00000092377	43.32	Y	6910686	7091683	TBL1Y	90665	2376	tsl1
ENSG00000092377	43.32	Y	6910686	7091683	TBL1Y	90665	2312	tsl1
ENSG00000225675	48.70	1	53328233	53336509	LINC01771	105378732	567	tsl4
ENSG00000275051	42.77	CHR_HSCHR12_5_CTG2_1	130337887	130372618	PIWIL1	9271	3875	tsl1
ENSG00000275051	42.77	CHR_HSCHR12_5_CTG2_1	130337887	130372618	PIWIL1	9271	2579	tsl2
ENSG00000275051	42.77	CHR_HSCHR12_5_CTG2_1	130337887	130372618	PIWIL1	9271	571	tsl4
ENSG00000275051	42.77	CHR_HSCHR12_5_CTG2_1	130337887	130372618	PIWIL1	9271	467	tsl4
ENSG00000275051	42.77	CHR_HSCHR12_5_CTG2_1	130337887	130372618	PIWIL1	9271	545	tsl4
ENSG00000275051	42.77	CHR_HSCHR12_5_CTG2_1	130337887	130372618	PIWIL1	9271	566	tsl4
ENSG00000275051	42.77	CHR_HSCHR12_5_CTG2_1	130337887	130372618	PIWIL1	9271	879	tsl2
ENSG00000275051	42.77	CHR_HSCHR12_5_CTG2_1	130337887	130372618	PIWIL1	9271	1051	tsl4
ENSG00000275051	42.77	CHR_HSCHR12_5_CTG2_1	130337887	130372618	PIWIL1	9271	545	tsl2
ENSG00000271137	44.55	3	52753526	52754690	AC006254.3		884	tslNA
ENSG00000239722	57.89	7	128693450	128693924	IMP3P2		475	tslNA
ENSG00000114904	42.79	3	52708449	52770949	NEK4	6787	6057	tsl1
ENSG00000114904	42.79	3	52708449	52770949	NEK4	6787	2576	tsl1
ENSG00000114904	42.79	3	52708449	52770949	NEK4	6787	2276	tsl5
ENSG00000114904	42.79	3	52708449	52770949	NEK4	6787	355	tsl3
ENSG00000114904	42.79	3	52708449	52770949	NEK4	6787	631	tsl2
ENSG00000114904	42.79	3	52708449	52770949	NEK4	6787	582	tsl3
ENSG00000114904	42.79	3	52708449	52770949	NEK4	6787	2452	tsl2
ENSG00000226938	58.31	1	53348488	53349233	AC119428.1		383	tsl3
ENSG00000279418	48.45	7	156540491	156541103	LINC00244	64433	613	tslNA
ENSG00000235840	52.96	2	120319007	120326298	AC012363.2		555	tsl4
ENSG00000182648	44.03	7	156472196	156640654	LINC01006	129790	661	tsl2
ENSG00000182648	44.03	7	156472196	156640654	LINC01006	129790	766	tsl3
ENSG00000182648	44.03	7	156472196	156640654	LINC01006	129790	738	tsl4
ENSG00000182648	44.03	7	156472196	156640654	LINC01006	129790	640	tsl3
ENSG00000182648	44.03	7	156472196	156640654	LINC01006	129790	336	tsl2
ENSG00000182648	44.03	7	156472196	156640654	LINC01006	129790	2292	tslNA
ENSG00000182648	44.03	7	156472196	156640654	LINC01006	129790	545	tsl2
ENSG00000182648	44.03	7	156472196	156640654	LINC01006	129790	651	tslNA
ENSG00000182768	45.25	15	90265659	90278141	NGRN	51335	2784	tsl1
ENSG00000182768	45.25	15	90265659	90278141	NGRN	51335	7237	tsl1
ENSG00000182768	45.25	15	90265659	90278141	NGRN	51335	388	tsl3
ENSG00000230138	54.18	1	53366668	53368245	AC119428.2		850	tsl2
ENSG00000276888	38.21	14	19420975	19425017	AL512624.2		2566	tsl1
ENSG00000187537	37.17	14	19402486	19434341	POTEG	404785	2204	tsl1
ENSG00000187537	37.17	14	19402486	19434341	POTEG	404785	1975	tsl1
ENSG00000187537	37.17	14	19402486	19434341	POTEG	404785	2073	tsl2
ENSG00000258461	46.11	15	42348103	42412317	AC012651.1		3182	tsl2
ENSG00000258461	46.11	15	42348103	42412317	AC012651.1		3223	tsl2
ENSG00000258461	46.11	15	42348103	42412317	AC012651.1		3501	tsl2
ENSG00000258461	46.11	15	42348103	42412317	AC012651.1		3881	tsl2
ENSG00000158435	43.29	2	101252802	101270316	CNOT11	55571	2599	tsl1
ENSG00000158435	43.29	2	101252802	101270316	CNOT11	55571	572	tsl2
ENSG00000158435	43.29	2	101252802	101270316	CNOT11	55571	552	tsl2
ENSG00000267777	40.11	19	31167516	31207663	LINC01791	107985312	677	tsl5
ENSG00000163083	56.09	2	120346143	120351808	INHBB	3625	3204	tsl1
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	1208	tsl5
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	466	tsl3
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	7997	tsl1
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	565	tsl3
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	3629	tsl2
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	3457	tsl1
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	2922	tsl2
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	930	tsl5
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	612	tsl4
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	576	tsl2
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	605	tsl2
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	523	tsl4
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	678	tsl5
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	762	tsl3
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	560	tsl3
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	451	tsl5
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	2229	tsl5
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	478	tsl3
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	578	tsl4
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	644	tsl2
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	93	tsl5
ENSG00000105983	39.06	7	156668946	156893230	LMBR1	64327	4727	tsl5
ENSG00000214432	47.04	15	91022619	91036611	AC068831.1	101926911	563	tsl4
ENSG00000214432	47.04	15	91022619	91036611	AC068831.1	101926911	2159	tsl3
ENSG00000214432	47.04	15	91022619	91036611	AC068831.1	101926911	508	tsl4
ENSG00000214432	47.04	15	91022619	91036611	AC068831.1	101926911	1621	tsl2
ENSG00000214433	57.87	15	90291962	90295683	GOLGA2P8		779	tslNA
ENSG00000236253	43.82	1	53413149	53440020	SLC25A3P1	163742	460	tsl2
ENSG00000236253	43.82	1	53413149	53440020	SLC25A3P1	163742	369	tsl3
ENSG00000236253	43.82	1	53413149	53440020	SLC25A3P1	163742	2531	tslNA
ENSG00000236253	43.82	1	53413149	53440020	SLC25A3P1	163742	925	tsl1
ENSG00000236253	43.82	1	53413149	53440020	SLC25A3P1	163742	931	tslNA
ENSG00000236253	43.82	1	53413149	53440020	SLC25A3P1	163742	481	tsl3
ENSG00000267662	47.93	19	31348881	31417794	AC025809.1		560	tsl4
ENSG00000284626	48.98	15	90234200	90265462	AC091167.8		3441	
ENSG00000284626	48.98	15	90234200	90265462	AC091167.8		1226	
ENSG00000278875	42.73	19	31364297	31366098	AC025809.2		1802	tslNA
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	2355	tsl2
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	2570	tsl1
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	2622	tslNA
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	812	tsl4
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	919	tsl2
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	612	tsl5
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	763	tsl2
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	608	tsl3
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	852	tsl3
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	649	tsl2
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	717	tsl3
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	722	tsl2
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	559	tsl5
ENSG00000116922	48.39	1	37681570	37692249	C1orf109	54955	747	tsl3
ENSG00000275929	43.50	15	91031246	91031691	AC068831.7		363	tslNA
ENSG00000121297	46.88	19	31274945	31349547	TSHZ3	57616	5176	tsl1
ENSG00000121297	46.88	19	31274945	31349547	TSHZ3	57616	835	tsl3
ENSG00000121297	46.88	19	31274945	31349547	TSHZ3	57616	441	tsl2
ENSG00000275345	39.71	15	90281858	90282270	AC091167.6		413	tslNA
ENSG00000258542	41.28	15	91029888	91029996	AC068831.4		109	tslNA
ENSG00000183208	49.09	15	90233808	90245811	GDPGP1		5323	tsl2
ENSG00000183208	49.09	15	90233808	90245811	GDPGP1		504	tsl4
ENSG00000183208	49.09	15	90233808	90245811	GDPGP1		850	tsl1
ENSG00000183208	49.09	15	90233808	90245811	GDPGP1		550	tsl4
ENSG00000183208	49.09	15	90233808	90245811	GDPGP1		1193	tslNA
ENSG00000258665	54.56	15	91031712	91032435	AC068831.5		328	tslNA
ENSG00000119203	42.10	2	9423568	9473101	CPSF3	51692	2345	tsl1
ENSG00000119203	42.10	2	9423568	9473101	CPSF3	51692	871	tsl4
ENSG00000119203	42.10	2	9423568	9473101	CPSF3	51692	3157	tsl1
ENSG00000119203	42.10	2	9423568	9473101	CPSF3	51692	547	tsl3
ENSG00000119203	42.10	2	9423568	9473101	CPSF3	51692	688	tsl5
ENSG00000235008	47.54	6	166701094	166702839	AL023775.1		1746	tslNA
ENSG00000228563	38.74	2	31526942	31563464	AL133247.1		646	tsl3
ENSG00000254118	40.30	8	46837578	46838706	MTCYBP20		1129	tslNA
ENSG00000277893	39.11	2	31522480	31581067	SRD5A2	6716	4648	tsl1
ENSG00000232082	53.76	6	166460663	166465383	RPS6KA2-IT1	100874353	579	tsl3
ENSG00000272902	47.62	2	101151660	101155412	TBC1D8-AS1	100506286	2478	tsl1
ENSG00000253828	32.98	8	46827228	46827894	MTND2P38		667	tslNA
ENSG00000274402	48.08	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1	54738465	54752989	KIR2DL3	3804	1596	tsl1
ENSG00000231654	58.44	6	166903698	166904835	RPS6KA2-AS1		627	tsl5
ENSG00000223947	45.61	2	100993676	101002244	AC016738.1		3485	tsl1
ENSG00000249141	45.36	6	166858094	166956124	AL159163.1		600	tsl5
ENSG00000253314	41.74	8	46822237	46854307	LINC00293	497634	575	tsl4
ENSG00000253314	41.74	8	46822237	46854307	LINC00293	497634	550	tsl4
ENSG00000253314	41.74	8	46822237	46854307	LINC00293	497634	1498	tsl1
ENSG00000253314	41.74	8	46822237	46854307	LINC00293	497634	706	tsl3
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	1865	tsl1
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	641	tsl2
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	1110	tsl2
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	716	tsl1
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	825	tsl1
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	770	tsl2
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	817	tsl2
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	781	tsl5
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	357	tsl2
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	2328	tsl2
ENSG00000071082	42.84	2	101001715	101024032	RPL31	6160	717	tsl2
ENSG00000231982	60.58	3	186826549	186827337	AC112907.2		330	tslNA
ENSG00000235272	47.74	6	166586124	166586477	FAM103A2P		354	tslNA
ENSG00000259846	36.51	16	64364781	64600247	AC092131.1		548	tsl4
ENSG00000162623	40.26	1	74733152	74766678	TYW3	127253	3430	tsl1
ENSG00000162623	40.26	1	74733152	74766678	TYW3	127253	1130	tsl3
ENSG00000162623	40.26	1	74733152	74766678	TYW3	127253	708	tsl3
ENSG00000162623	40.26	1	74733152	74766678	TYW3	127253	513	tsl3
ENSG00000162623	40.26	1	74733152	74766678	TYW3	127253	632	tsl5
ENSG00000162623	40.26	1	74733152	74766678	TYW3	127253	551	tsl3
ENSG00000162623	40.26	1	74733152	74766678	TYW3	127253	653	tsl1
ENSG00000162623	40.26	1	74733152	74766678	TYW3	127253	3335	tsl2
ENSG00000260187	40.91	16	64735925	64737283	AC009101.2		456	tsl3
ENSG00000260187	40.91	16	64735925	64737283	AC009101.2		490	tslNA (assigned to previous version 1)
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	1763	tsl1
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	6976	tsl1
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	5267	tsl1
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	455	tsl2
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	563	tsl2
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	5826	tsl2
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	579	tsl3
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	530	tsl5
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	759	tsl5
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	537	tsl2
ENSG00000160218	46.02	21	44012319	44106552	TRAPPC10	7109	3909	tsl2
ENSG00000276084	49.00	CHR_HSCHR19KIR_G085_A_HAP_CTG3_1	54724447	54736085	KIR3DL3	115653	1314	tsl1
ENSG00000271396	44.73	15	90284376	90285580	AC091167.5		894	tslNA
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	5824	tsl1
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	5992	tsl2
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	4137	tsl2
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	1204	tsl1
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	2297	tsl1
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	2282	tsl2
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	817	tsl3
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	676	tsl5
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	596	tsl4
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	552	tsl4
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	759	tsl3
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	587	tsl4
ENSG00000071242	46.48	6	166409364	166906451	RPS6KA2	6196	614	tsl4
ENSG00000272984	39.47	7	36734004	36734535	AC007349.4		532	tslNA
ENSG00000270322	48.91	15	90281848	90282031	AC091167.4		184	tslNA
ENSG00000261147	48.76	15	90249556	90272208	AC091167.3		3838	tsl2
ENSG00000229424	41.82	7	36750687	36763081	AC007349.1		587	tsl4
ENSG00000226482	46.98	3	186851886	186856123	ADIPOQ-AS1	100874095	3443	tsl5
ENSG00000235728	38.66	7	36781008	36782789	AC007349.3		872	tsl1
ENSG00000240452	39.58	3	120722024	120722311	MTCO1P29		288	tslNA
ENSG00000181092	43.86	3	186842690	186858463	ADIPOQ	9370	4562	tsl1
ENSG00000181092	43.86	3	186842690	186858463	ADIPOQ	9370	4599	tsl1
ENSG00000275674	43.75	15	90266317	90314499	AC091167.7		518	tsl3
ENSG00000225739	40.85	7	36818959	36819690	NPM1P18		732	tslNA
ENSG00000270941	41.22	3	52734735	52735013	AC006254.2		279	tslNA
ENSG00000144840	37.93	3	120686681	120742993	RABL3	285282	3883	tsl1
ENSG00000144840	37.93	3	120686681	120742993	RABL3	285282	2370	tsl5
ENSG00000144840	37.93	3	120686681	120742993	RABL3	285282	1715	tsl5
ENSG00000144840	37.93	3	120686681	120742993	RABL3	285282	833	tsl5
ENSG00000144840	37.93	3	120686681	120742993	RABL3	285282	839	tsl5
ENSG00000144840	37.93	3	120686681	120742993	RABL3	285282	1007	tsl3
ENSG00000144840	37.93	3	120686681	120742993	RABL3	285282	760	tsl5
ENSG00000144840	37.93	3	120686681	120742993	RABL3	285282	672	tsl3
ENSG00000270422	45.64	2	31651381	31651862	AL133247.2		482	tslNA
ENSG00000168273	43.07	3	52534013	52579237	SMIM4		314	tsl3
ENSG00000168273	43.07	3	52534013	52579237	SMIM4		456	tsl2
ENSG00000168273	43.07	3	52534013	52579237	SMIM4		274	tsl2
ENSG00000168273	43.07	3	52534013	52579237	SMIM4		1770	tsl1
ENSG00000168273	43.07	3	52534013	52579237	SMIM4		522	tsl4
ENSG00000230831	41.76	7	36838972	36841373	AC007349.2		553	tsl2
ENSG00000254156	37.08	8	46838788	46839205	MTND6P20		418	tslNA
ENSG00000223647	42.82	2	31793823	31803980	LINC01946	105374449	418	tsl5
ENSG00000180834	54.58	3	183815876	183825594	MAP6D1	79929	2111	tsl1
ENSG00000180834	54.58	3	183815876	183825594	MAP6D1	79929	890	tsl2
ENSG00000180834	54.58	3	183815876	183825594	MAP6D1	79929	549	tsl4
ENSG00000180834	54.58	3	183815876	183825594	MAP6D1	79929	360	tsl4
ENSG00000160505	42.93	19	55836578	55881854	NLRP4	147945	3670	tsl1
ENSG00000160505	42.93	19	55836578	55881854	NLRP4	147945	572	tsl2
ENSG00000160505	42.93	19	55836578	55881854	NLRP4	147945	3201	tsl2
ENSG00000160505	42.93	19	55836578	55881854	NLRP4	147945	1781	tsl1
ENSG00000282321	37.04	8	46828117	46828413	MTND1P7		297	tslNA
ENSG00000143006	54.92	1	53459399	53467488	DMRTB1	63948	1910	tsl1
ENSG00000143006	54.92	1	53459399	53467488	DMRTB1	63948	801	tsl5
ENSG00000237007	53.66	2	31822591	31823436	KRT18P52		846	tslNA
ENSG00000242272	52.84	2	31823413	31823817	AK2P2		405	tslNA
ENSG00000227942	65.16	X	65550898	65552421	FRMD8P1		1524	tslNA
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	1822	tsl1
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	2059	tsl2
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	1613	tsl1
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	1520	tsl5
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	1533	tsl2
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	624	tsl3
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	747	tsl5
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	607	tsl4
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	553	tsl3
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	544	tsl4
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	562	tsl3
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	541	tsl5
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	582	tsl4
ENSG00000090487	44.04	15	64963021	64990310	SPG21	51324	560	tsl4
ENSG00000273165	34.15	2	31852976	31853423	AL121652.1		448	tslNA
ENSG00000151577	41.05	3	114128652	114199407	DRD3	1814	1557	tsl2
ENSG00000151577	41.05	3	114128652	114199407	DRD3	1814	1554	tsl1
ENSG00000151577	41.05	3	114128652	114199407	DRD3	1814	1541	tsl5
ENSG00000151577	41.05	3	114128652	114199407	DRD3	1814	1640	tsl1
ENSG00000267088	32.88	18	42089312	42089752	AC087683.1		441	tslNA
ENSG00000237623	53.46	X	47273366	47274390	AL591503.3		635	tslNA
ENSG00000105610	61.62	19	12884423	12887181	KLF1	10661	1592	tsl1
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	731	tsl3
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	3683	tsl1
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	1627	tsl5
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	1546	tsl5
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	1452	tsl5
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	1266	tsl5
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	1498	tsl1
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	727	tsl5
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	493	tsl2
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	1203	tsl5
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	457	tsl3
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	573	tsl3
ENSG00000104723	36.98	8	15417215	15766649	TUSC3	7991	555	tsl2
ENSG00000203402	46.32	X	47297852	47298721	AL591503.1		477	tsl5
ENSG00000135248	44.31	7	128709061	128731743	FAM71F1	84691	1574	tsl2
ENSG00000135248	44.31	7	128709061	128731743	FAM71F1	84691	1818	tsl1
ENSG00000135248	44.31	7	128709061	128731743	FAM71F1	84691	873	tsl1
ENSG00000135248	44.31	7	128709061	128731743	FAM71F1	84691	867	tsl2
ENSG00000135248	44.31	7	128709061	128731743	FAM71F1	84691	1201	tsl1
ENSG00000135248	44.31	7	128709061	128731743	FAM71F1	84691	1718	tsl1
ENSG00000135248	44.31	7	128709061	128731743	FAM71F1	84691	662	tsl5
ENSG00000135248	44.31	7	128709061	128731743	FAM71F1	84691	404	tsl3
